date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
2014-05-16 00:00:00,3.0,1.75,1180,10541,1.0,0,0,4,940,240,1981,0,23013 NE 28th St,Sammamish,WA 98074,USA
2014-05-29 00:00:00,3.0,1.5,1460,5040,1.0,0,0,3,1100,360,1971,0,11221 Palatine Ave N,Seattle,WA 98133,USA
2014-06-02 00:00:00,3.0,1.75,2160,6272,1.0,0,0,4,1390,770,1960,2001,2000-2098 NE 68th St,Seattle,WA 98115,USA
2014-05-28 00:00:00,3.0,2.5,2300,5500,1.5,0,0,4,2000,300,1921,0,2739 31st Ave S,Seattle,WA 98144,USA
2014-07-02 00:00:00,4.0,1.75,1880,3720,1.5,0,0,4,1880,0,1924,0,15 Raye St,Seattle,WA 98109,USA
2014-05-19 00:00:00,5.0,1.75,3290,11900,1.5,0,0,3,3290,0,1973,2013,6305 150th Ave NE,Redmond,WA 98052,USA
2014-06-04 00:00:00,4.0,3.5,2910,5260,2.0,0,0,3,2910,0,2012,1912,9311 Nye Ave SE,Snoqualmie,WA 98065,USA
2014-05-15 00:00:00,3.0,1.0,1220,13000,1.0,0,0,4,1220,0,1955,2009,18218 Evanston Ave N,Shoreline,WA 98133,USA
2014-07-01 00:00:00,4.0,2.5,1820,20011,2.0,0,0,3,1820,0,1987,2000,22101 SE 28th St,Sammamish,WA 98075,USA
2014-06-18 00:00:00,3.0,1.75,2040,6000,1.0,0,0,5,1120,920,1958,0,3850 51st Ave SW,Seattle,WA 98116,USA
2014-05-30 00:00:00,4.0,2.75,2600,4674,1.0,0,0,3,1560,1040,1976,0,6820 39th Ave NE,Seattle,WA 98115,USA
2014-05-18 00:00:00,5.0,2.5,1970,8605,2.0,0,0,4,1970,0,1994,0,419 Wetherbee Ln,Enumclaw,WA 98022,USA
2014-07-07 00:00:00,4.0,2.5,2400,6137,2.0,0,0,3,2400,0,1990,2009,22447 NE 9th Dr,Sammamish,WA 98074,USA
2014-05-22 00:00:00,2.0,2.5,1230,987,2.0,0,0,3,1060,170,2011,0,2031 S Washington St,Seattle,WA 98144,USA
2014-05-30 00:00:00,3.0,2.25,1820,8058,1.0,0,0,3,1260,560,1974,0,13807 129th Pl NE,Kirkland,WA 98034,USA
2014-07-08 00:00:00,4.0,2.75,2530,14178,2.0,0,0,3,2530,0,1997,0,15200 287th Ave NE,Duvall,WA 98019,USA
2014-06-10 00:00:00,3.0,1.75,1760,26055,1.0,0,0,3,920,840,1979,2014,18035 SE 262nd Pl,Covington,WA 98042,USA
2014-05-09 00:00:00,3.0,2.0,1920,8075,1.0,0,0,4,1510,410,1969,0,32704 33rd Ave SW,Federal Way,WA 98023,USA
2014-05-20 00:00:00,4.0,2.0,1700,6025,1.0,0,0,3,1700,0,1978,0,606 5th St SE,Auburn,WA 98002,USA
2014-06-16 00:00:00,3.0,1.75,1770,8235,1.0,0,0,3,1030,740,1960,2012,455 S 190th St,Burien,WA 98148,USA
2014-07-02 00:00:00,3.0,1.75,1540,3000,1.0,0,2,3,770,770,1920,1979,6528 3rd Ave NW,Seattle,WA 98117,USA
2014-05-14 00:00:00,3.0,1.0,1260,8280,1.0,0,0,3,1260,0,1946,0,2559 NE 98th St,Seattle,WA 98115,USA
2014-05-13 00:00:00,3.0,3.5,2876,5086,2.0,0,0,3,2360,516,2007,0,12467 NE 171st Pl,Woodinville,WA 98072,USA
2014-06-16 00:00:00,2.0,1.0,760,5500,1.5,0,0,3,760,0,1947,2012,11023 4th Ave S,Seattle,WA 98168,USA
2014-05-02 00:00:00,4.0,2.5,1940,10500,1.0,0,0,4,1140,800,1976,1992,9105 170th Ave NE,Redmond,WA 98052,USA
2014-05-12 00:00:00,4.0,2.5,2980,4930,2.0,0,0,3,2890,90,2000,0,16512 SE 64th Pl,Bellevue,WA 98006,USA
2014-05-19 00:00:00,3.0,1.0,970,7275,1.0,0,0,4,970,0,1970,0,11428 SE 225th St,Kent,WA 98031,USA
2014-05-05 00:00:00,4.0,2.5,4340,141570,2.5,0,0,3,4340,0,1992,0,8814 218th Ave NE,Redmond,WA 98053,USA
2014-06-16 00:00:00,3.0,3.25,2940,5432,3.0,0,3,4,2440,500,1978,2000,150 Highland Dr,Seattle,WA 98109,USA
2014-05-09 00:00:00,3.0,1.5,1500,6337,1.0,0,0,5,1500,0,1953,0,13532 15th Pl NE,Seattle,WA 98125,USA
2014-05-28 00:00:00,4.0,2.25,2920,46355,2.0,0,0,4,2920,0,1998,0,28412 SE 43rd St,Fall City,WA 98024,USA
2014-06-26 00:00:00,4.0,2.5,3060,7140,2.0,0,0,3,3060,0,2006,0,2401 NE Daphne St,Issaquah,WA 98029,USA
2014-06-05 00:00:00,3.0,3.5,3590,6402,2.0,0,0,3,3590,0,1999,0,20555 NE 27th Pl,Sammamish,WA 98074,USA
2014-05-23 00:00:00,4.0,2.0,2840,13367,1.0,0,0,3,1420,1420,1952,2008,9723 NE 15th St,Clyde Hill,WA 98004,USA
2014-06-05 00:00:00,4.0,2.5,2068,7242,2.0,0,0,4,2068,0,1976,1992,30036-30116 42nd Pl S,Auburn,WA 98001,USA
2014-05-30 00:00:00,3.0,1.75,1510,44000,1.0,0,0,3,1240,270,1989,0,12629 468th Ave SE,North Bend,WA 98045,USA
2014-05-14 00:00:00,2.0,1.0,980,2130,1.0,0,0,4,860,120,1918,1974,6520-6588 8th Ave NW,Seattle,WA 98117,USA
2014-05-20 00:00:00,4.0,1.0,1210,3760,1.5,0,0,3,1210,0,1900,2005,1106 N 80th St,Seattle,WA 98103,USA
2014-05-13 00:00:00,3.0,2.5,2010,14298,2.0,0,0,3,2010,0,1977,2004,10711 SW 111th Pl,Vashon,WA 98070,USA
2014-05-28 00:00:00,3.0,1.0,800,2296,1.0,0,0,4,800,0,1908,0,125 N Bowdoin Pl,Seattle,WA 98103,USA
2014-06-26 00:00:00,4.0,2.5,2660,10800,1.0,0,0,3,2660,0,1955,2014,12345 SE 23rd Pl,Bellevue,WA 98005,USA
2014-06-05 00:00:00,4.0,5.25,4670,43950,2.0,0,0,3,4670,0,1989,0,6324 160th Pl SE,Bellevue,WA 98006,USA
2014-05-16 00:00:00,4.0,2.75,3280,24440,2.0,0,0,3,3280,0,1996,0,12040 201st Pl NE,Woodinville,WA 98077,USA
2014-05-28 00:00:00,3.0,2.0,1660,8281,1.0,0,0,3,1660,0,1949,1998,5021 Fauntleroy Way SW,Seattle,WA 98136,USA
2014-07-09 00:00:00,4.0,2.5,1980,6660,2.0,0,0,4,1980,0,1974,0,12812 130th Ct NE,Kirkland,WA 98034,USA
2014-06-04 00:00:00,4.0,2.25,2500,8500,1.0,0,0,4,1600,900,1978,2000,4615 158th Ave SE,Bellevue,WA 98006,USA
2014-05-28 00:00:00,2.0,1.0,1060,8187,1.0,0,0,4,1060,0,1952,0,16708 N Park Ave N,Shoreline,WA 98133,USA
2014-05-09 00:00:00,4.0,2.0,2190,14439,1.0,0,0,4,1180,1010,1977,0,3331 S 368th Pl,Auburn,WA 98001,USA
2014-07-02 00:00:00,3.0,1.75,2270,11472,1.0,0,0,4,1370,900,1956,0,10514 14th Ave NW,Seattle,WA 98177,USA
2014-05-09 00:00:00,4.0,2.5,2830,20345,2.0,0,0,3,1980,850,1979,2014,11110 NE 38th Pl,Bellevue,WA 98004,USA
2014-05-20 00:00:00,4.0,1.75,2450,13300,1.0,0,2,4,1630,820,1987,0,5028 157th Ave SE,Bellevue,WA 98006,USA
2014-05-27 00:00:00,3.0,1.75,1650,12940,1.0,0,0,4,1650,0,1961,2001,18504 57th Ave NE,Kenmore,WA 98028,USA
2014-05-12 00:00:00,5.0,3.0,2480,10090,1.0,0,0,3,1300,1180,2004,2003,5537 S 119th St,Seattle,WA 98178,USA
2014-05-06 00:00:00,5.0,5.0,4490,10279,2.0,0,0,3,3930,560,2013,1923,1435 104th Ave SE,Bellevue,WA 98004,USA
2014-07-10 00:00:00,4.0,2.5,3360,22111,2.0,0,0,3,3360,0,1994,0,24142 SE 18th Pl,Sammamish,WA 98075,USA
2014-06-17 00:00:00,5.0,3.5,2800,7350,2.0,0,0,3,2800,0,1995,0,8430 8th Ave SW,Seattle,WA 98106,USA
2014-05-02 00:00:00,2.0,1.0,800,4850,1.0,0,0,4,800,0,1944,0,4801-4899 6th Ave NW,Seattle,WA 98107,USA
2014-06-02 00:00:00,5.0,2.5,3990,3839,1.0,0,0,4,1990,2000,1962,0,431 26th Ave E,Seattle,WA 98112,USA
2014-06-23 00:00:00,4.0,3.5,3910,59863,2.0,0,0,4,2490,1420,1987,0,13045 205th Pl SE,Issaquah,WA 98027,USA
2014-06-29 00:00:00,3.0,2.0,1610,15005,1.0,0,0,4,1610,0,1986,0,31907 NE 102nd Pl,Carnation,WA 98014,USA
2014-06-12 00:00:00,4.0,2.5,2683,40386,2.0,0,0,4,2683,0,1987,0,10821 151st Ave NE,Redmond,WA 98052,USA
2014-06-25 00:00:00,6.0,2.0,1900,8240,1.0,0,0,2,1200,700,1964,0,2825 NE 105th St,Seattle,WA 98125,USA
2014-06-25 00:00:00,4.0,2.0,1780,5336,1.5,0,0,5,930,850,1918,0,10200-10216 56th Ave S,Seattle,WA 98178,USA
2014-07-08 00:00:00,5.0,2.5,2820,9375,1.0,0,0,4,1550,1270,1968,0,15910 SE 42nd Pl,Bellevue,WA 98006,USA
2014-07-08 00:00:00,3.0,1.0,910,10575,1.0,0,0,4,910,0,1968,0,2536 S 365th Pl,Federal Way,WA 98003,USA
2014-05-27 00:00:00,4.0,2.5,2520,8515,2.0,0,0,3,2520,0,1999,0,28312 NE 138th Pl,Duvall,WA 98019,USA
2014-06-11 00:00:00,4.0,2.5,2090,9702,1.0,0,0,5,1320,770,1965,0,16135 Densmore Ave N,Shoreline,WA 98133,USA
2014-07-02 00:00:00,6.0,4.5,3830,4800,3.0,0,0,3,3050,780,1919,2004,2425 3rd Ave W,Seattle,WA 98119,USA
2014-06-27 00:00:00,1.0,1.5,1170,1456,2.0,0,0,3,1070,100,2007,0,3003 SW Cycle Ct,Seattle,WA 98126,USA
2014-05-27 00:00:00,5.0,1.5,1900,10226,1.0,0,0,3,1130,770,1961,2004,8605 NE 137th St,Kirkland,WA 98034,USA
2014-07-01 00:00:00,2.0,1.0,820,4320,1.0,0,0,3,820,0,1937,1999,9852 20th Ave SW,Seattle,WA 98106,USA
2014-07-03 00:00:00,5.0,3.0,2190,4900,2.0,0,0,5,1490,700,1940,0,8314 Jones Ave NW,Seattle,WA 98117,USA
2014-06-30 00:00:00,3.0,1.0,1010,8800,1.0,0,0,4,1010,0,1954,1979,5968 44th Ave S,Seattle,WA 98118,USA
2014-06-26 00:00:00,2.0,1.75,1950,10766,1.0,0,3,4,1160,790,1952,0,3533 SW 171st St,Burien,WA 98166,USA
2014-05-16 00:00:00,3.0,2.0,2220,6641,1.0,0,2,4,1220,1000,1947,1988,2559 24th Ave W,Seattle,WA 98199,USA
2014-06-11 00:00:00,6.0,5.0,3440,4500,2.0,0,0,3,3280,160,2007,0,321 Hardie Ave NW,Renton,WA 98057,USA
2014-07-09 00:00:00,4.0,1.75,2150,9000,1.0,0,0,4,1110,1040,1966,0,17010 NE 88th St,Redmond,WA 98052,USA
2014-05-26 00:00:00,3.0,1.5,1690,9144,1.0,0,0,4,1140,550,1956,0,6601 NE 153rd Pl,Kenmore,WA 98028,USA
2014-05-09 00:00:00,3.0,2.25,998,904,2.0,0,0,3,798,200,2007,0,820 NW 95th St,Seattle,WA 98117,USA
2014-06-20 00:00:00,4.0,2.75,3730,8014,2.0,0,0,3,3730,0,2012,1912,625 212th Ave SE,Sammamish,WA 98074,USA
2014-06-19 00:00:00,3.0,2.5,2160,3000,1.5,0,0,3,1260,900,1909,2011,3508 S Genesee St,Seattle,WA 98118,USA
